FORECAST,AVERAGE PAYMENT,AVERAGE BILL,CREDIT SCORES,AGE,SEX,MARRIAGE,EDUCATION,LAST PAYMENT
68880.07,1200.0,18018.33333333330,665,early 20s,Female,Single,University,Use of Revolving Credit
155870.81,4811.0,127693.16666666700,673,early 20s,Female,Single,University,Use of Revolving Credit
55745.953,1494.3333333333300,29520.83333333330,664,early 20s,Female,Single,University,Use of Revolving Credit
197926.83,8669.666666666670,144474.33333333300,665,40,Male,Single,High School,Use of Revolving Credit
207279.1,14277.0,41563.16666666670,658,late 20s,Male,Single,University,Paid In Full
71018.195,2024.5,14716.0,665,early 20s,Female,Single,University,Use of Revolving Credit
203009.72,660.3333333333330,746.8333333333330,688,late 20s,Female,Single,Graduate School,Paid In Full
261358.28,10412.833333333300,163124.16666666700,684,early 30s,Male,Married,Graduate School,Use of Revolving Credit
224982.6,10000.0,161910.0,681,late 20s,Male,Single,University,Late Payment
144440.58,4833.333333333330,119627.5,684,early 30s,Female,Married,University,Late Payment
118277.766,2823.0,2967.333333333330,675,late 20s,Female,Married,University,Use of Revolving Credit
102442.51,1247.0,29152.5,675,early 20s,Female,Single,Graduate School,Use of Revolving Credit
125216.86,1730.1666666666700,2783.833333333330,666,early 20s,Male,Single,University,Paid In Full
119457.01,1950.6666666666700,41716.833333333300,681,late 20s,Female,Single,Graduate School,Use of Revolving Credit
155371.19,3734.3333333333300,94250.5,681,early 20s,Female,Single,Graduate School,Use of Revolving Credit
53495.65,1177.6666666666700,16652.333333333300,658,early 20s,Male,Single,University,Use of Revolving Credit
201135.2,3793.6666666666700,3980.6666666666700,674,40,Male,Married,High School,No Consumption
461011.7,15832.666666666700,458741.0,698,40,Male,Married,University,Use of Revolving Credit
119012.86,1417.5,11915.0,680,late 20s,Female,Single,Graduate School,Use of Revolving Credit
331915.28,9388.666666666670,255010.0,706,early 30s,Female,Married,Graduate School,Use of Revolving Credit
88966.29,2666.6666666666700,55430.16666666670,676,early 30s,Male,Married,University,Late Payment
201203.28,7333.333333333330,124678.0,678,late 30s,Male,Married,University,Use of Revolving Credit
107891.234,441.5,701.5,670,40,Female,Married,University,Late Payment
301851.22,12743.666666666700,203962.3333333330,693,late 20s,Female,Single,Graduate School,Use of Revolving Credit
136299.11,6318.833333333330,35150.833333333300,665,early 30s,Male,Married,University,Use of Revolving Credit
256471.28,9421.0,194857.16666666700,692,late 20s,Male,Married,University,Use of Revolving Credit
161164.19,5888.666666666670,160950.5,671,late 20s,Male,Single,University,Late Payment
135995.84,7042.333333333330,30220.83333333330,680,late 20s,Female,Single,University,Use of Revolving Credit
212679.53,1787.3333333333300,1948.1666666666700,688,early 30s,Male,Married,Graduate School,Paid In Full
60876.766,1600.0,28065.83333333330,673,early 20s,Female,Single,Graduate School,Use of Revolving Credit
191914.66,2305.5,2379.6666666666700,685,early 20s,Female,Single,Graduate School,No Consumption
191223.81,637.6666666666670,612.6666666666670,663,40,Male,Single,High School,Paid In Full
140284.31,1575.5,53796.833333333300,649,40,Male,Married,Others,Late Payment
198345.84,5943.5,7774.666666666670,697,late 20s,Female,Married,Graduate School,Paid In Full
191434.48,3341.0,113137.83333333300,686,early 30s,Female,Married,University,Use of Revolving Credit
196865.8,2521.5,3981.3333333333300,674,40,Male,Single,Graduate School,No Consumption
110308.81,1188.6666666666700,8349.5,676,early 30s,Female,Married,University,Use of Revolving Credit
116091.8,1630.1666666666700,37520.0,667,late 20s,Male,Single,University,Use of Revolving Credit
82991.97,2539.5,74183.16666666670,673,early 30s,Male,Married,High School,Late Payment
250271.1,5454.0,6672.166666666670,700,early 30s,Female,Married,Graduate School,No Consumption
90655.44,803.1666666666670,13647.166666666700,660,40,Male,Married,High School,Use of Revolving Credit
172667.94,13686.666666666700,60737.333333333300,663,40,Male,Married,University,Use of Revolving Credit
236676.7,8250.0,9429.833333333330,705,early 30s,Female,Married,Graduate School,Paid In Full
205106.64,5830.0,90769.5,694,late 30s,Male,Married,Graduate School,Use of Revolving Credit
134979.56,9000.0,34881.666666666700,665,40,Male,Married,High School,Use of Revolving Credit
509639.53,18319.166666666700,487886.3333333330,708,40,Male,Married,Graduate School,Use of Revolving Credit
176963.0,442.0,416.0,671,40,Female,Married,University,Paid In Full
194997.8,3178.6666666666700,6102.333333333330,682,early 20s,Female,Single,Graduate School,No Consumption
183342.72,3216.6666666666700,76894.16666666670,688,late 20s,Female,Single,Graduate School,Use of Revolving Credit
177266.56,5479.0,12766.166666666700,651,early 30s,Male,Divorced,University,Paid In Full
208691.89,4132.0,4290.833333333330,684,40,Female,Married,Graduate School,Paid In Full
146677.84,6666.666666666670,40822.16666666670,685,late 30s,Female,Married,University,Use of Revolving Credit
70444.64,1949.6666666666700,8858.5,665,early 20s,Female,Single,University,Use of Revolving Credit
133745.33,1572.8333333333300,48986.66666666670,668,40,Female,Married,University,Use of Revolving Credit
33502.25,3585.833333333330,42039.833333333300,656,early 20s,Male,Single,University,Use of Revolving Credit
147112.52,2766.6666666666700,81636.16666666670,674,40,Female,Married,High School,Use of Revolving Credit
127877.555,2166.6666666666700,47653.16666666670,662,40,Male,Married,University,Use of Revolving Credit
208057.03,5859.166666666670,135876.5,681,early 30s,Male,Married,University,Use of Revolving Credit
174026.61,841.5,957.5,684,late 20s,Female,Married,University,Paid In Full
87884.66,391.6666666666670,5643.333333333330,657,40,Male,Married,High School,Use of Revolving Credit
149938.66,3184.0,75449.33333333330,664,40,Male,Married,University,Use of Revolving Credit
121899.805,1168.3333333333300,37821.333333333300,670,late 30s,Male,Single,University,Use of Revolving Credit
125077.29,1333.3333333333300,33463.333333333300,675,early 30s,Male,Married,University,Use of Revolving Credit
107376.8,1753.8333333333300,33683.333333333300,675,early 20s,Female,Single,Graduate School,Use of Revolving Credit
1545.4781,855.6666666666670,10731.666666666700,667,early 20s,Female,Single,University,Late Payment
107603.97,3666.6666666666700,89627.33333333330,667,early 20s,Female,Single,High School,Use of Revolving Credit
420604.06,54949.333333333300,38176.833333333300,722,early 30s,Male,Single,Others,No Consumption
168170.31,2608.333333333330,5240.0,679,early 30s,Female,Single,University,Paid In Full
82941.555,770.0,22339.166666666700,680,early 30s,Female,Married,University,Late Payment
133021.88,1623.8333333333300,47626.333333333300,665,40,Female,Single,University,Use of Revolving Credit
117451.39,2751.5,20532.5,670,early 30s,Male,Single,High School,Use of Revolving Credit
196553.38,5694.166666666670,104948.83333333300,688,late 20s,Female,Single,Graduate School,Use of Revolving Credit
118971.43,2521.333333333330,6142.833333333330,658,40,Female,Single,University,Use of Revolving Credit
310299.53,25333.33333333330,174866.33333333300,667,early 30s,Male,Single,Graduate School,Use of Revolving Credit
166871.4,4195.0,60761.66666666670,669,late 30s,Male,Married,Others,Late Payment
167854.56,3727.0,6053.666666666670,688,late 30s,Female,Married,High School,Paid In Full
401853.1,17047.0,365121.3333333330,702,late 30s,Female,Married,University,Use of Revolving Credit
213277.1,5265.666666666670,169219.83333333300,687,early 30s,Female,Single,Graduate School,Late Payment
153183.39,2381.6666666666700,45779.333333333300,690,early 30s,Female,Married,High School,No Consumption
237828.55,4228.666666666670,147041.66666666700,683,40,Female,Single,Graduate School,Use of Revolving Credit
213258.03,2642.333333333330,119487.5,688,late 20s,Male,Single,Graduate School,Use of Revolving Credit
179057.23,7416.666666666670,137771.33333333300,685,early 30s,Male,Single,Graduate School,Late Payment
108930.125,5000.0,38910.16666666670,650,40,Male,Single,High School,Use of Revolving Credit
129921.26,7792.166666666670,11785.5,669,late 20s,Female,Single,High School,Use of Revolving Credit
96492.12,915.0,16997.166666666700,677,early 20s,Female,Single,Graduate School,Use of Revolving Credit
158697.05,3349.333333333330,86697.83333333330,671,late 30s,Male,Single,University,Use of Revolving Credit
190002.08,751.6666666666670,806.0,683,early 30s,Female,Married,University,Paid In Full
407614.8,37793.333333333300,293266.1666666670,623,40,Male,Married,Graduate School,Use of Revolving Credit
172121.97,1105.5,733.8333333333330,677,late 20s,Female,Single,University,Paid In Full
223821.75,7007.166666666670,160064.66666666700,683,late 20s,Female,Single,University,Use of Revolving Credit
149090.02,4075.0,102599.0,684,early 20s,Female,Married,University,Use of Revolving Credit
74275.625,1933.3333333333300,27538.83333333330,674,late 30s,Male,Married,High School,Late Payment
139659.72,750.0,9883.0,664,40,Male,Married,University,Paid In Full
236348.86,3818.1666666666700,151830.16666666700,694,40,Female,Married,University,Use of Revolving Credit
27179.885,1600.1666666666700,57750.16666666670,666,40,Female,Married,University,Late Payment
189012.75,12067.166666666700,31974.166666666700,667,late 20s,Female,Single,Graduate School,Use of Revolving Credit
192414.95,3806.1666666666700,88488.33333333330,688,late 20s,Female,Single,Graduate School,Use of Revolving Credit
60739.71,2333.333333333330,9831.166666666670,667,early 20s,Female,Single,University,Use of Revolving Credit
94774.08,1200.0,17743.166666666700,675,early 20s,Female,Single,Graduate School,Use of Revolving Credit
103140.52,2000.0,45650.0,685,early 30s,Female,Single,Graduate School,Late Payment
122527.48,3866.6666666666700,81023.83333333330,671,early 20s,Female,Single,University,Use of Revolving Credit
148326.81,2181.833333333330,71334.5,675,late 20s,Female,Single,University,Use of Revolving Credit
233006.33,8240.0,127983.16666666700,695,late 20s,Female,Single,Graduate School,Use of Revolving Credit
173129.1,5916.333333333330,460.0,670,late 30s,Female,Married,High School,Paid In Full
128752.25,3166.6666666666700,21351.0,676,late 30s,Male,Single,Graduate School,Use of Revolving Credit
100655.12,2050.0,69185.16666666670,672,early 30s,Male,Single,University,Late Payment
153295.92,656.5,808.8333333333330,692,late 30s,Female,Married,Graduate School,Late Payment
271425.78,19226.5,20316.166666666700,696,40,Female,Married,University,No Consumption
184776.19,2754.0,2754.0,677,early 30s,Male,Single,University,Paid In Full
141737.02,3662.6666666666700,101269.5,648,early 20s,Male,Single,Others,Use of Revolving Credit
238991.98,8159.666666666670,180395.16666666700,677,late 20s,Female,Single,University,Use of Revolving Credit
152350.84,8796.666666666670,41318.16666666670,672,early 30s,Female,Single,University,Use of Revolving Credit
375308.34,13552.833333333300,315284.3333333330,700,late 30s,Male,Single,Graduate School,Use of Revolving Credit
67725.66,881.3333333333330,8382.333333333330,665,early 20s,Female,Single,University,Use of Revolving Credit
140551.89,11333.333333333300,55498.333333333300,655,early 20s,Male,Single,University,Use of Revolving Credit
73611.234,2499.333333333330,23872.166666666700,670,early 20s,Female,Single,University,Late Payment
136478.14,8307.666666666670,4584.666666666670,662,late 20s,Female,Single,University,Use of Revolving Credit
64101.734,1060.0,11855.0,672,early 20s,Female,Married,University,Use of Revolving Credit
209455.64,2649.1666666666700,2554.333333333330,688,early 30s,Male,Married,Graduate School,Paid In Full
90691.69,1608.3333333333300,40793.5,670,early 20s,Female,Single,University,Use of Revolving Credit
135503.92,2117.1666666666700,55223.5,640,40,Female,Divorced,University,Use of Revolving Credit
278118.75,9979.0,263952.1666666670,677,late 20s,Male,Single,University,Use of Revolving Credit
150964.08,6666.666666666670,21175.5,681,late 20s,Male,Single,Graduate School,Use of Revolving Credit
99870.26,2042.3333333333300,55521.66666666670,673,early 20s,Female,Married,University,Use of Revolving Credit
232164.75,31166.666666666700,67624.5,676,late 30s,Female,Married,University,Use of Revolving Credit
202610.16,7622.333333333330,9070.0,679,40,Female,Married,University,Paid In Full
105970.555,5277.666666666670,11753.666666666700,664,early 30s,Female,Single,High School,Use of Revolving Credit
212758.3,5166.666666666670,101852.83333333300,699,late 30s,Female,Married,Graduate School,Use of Revolving Credit
60274.54,1906.5,21622.166666666700,669,early 20s,Female,Single,University,Late Payment
156385.03,5686.166666666670,106483.5,667,40,Male,Married,University,Late Payment
357181.25,11941.666666666700,342772.6666666670,694,40,Female,Married,High School,Use of Revolving Credit
119502.46,3266.6666666666700,54346.16666666670,682,late 30s,Female,Married,High School,Use of Revolving Credit
205106.12,3943.1666666666700,4002.3333333333300,678,40,Female,Married,University,Paid In Full
181798.31,4266.666666666670,101591.0,683,early 30s,Female,Married,University,Use of Revolving Credit
49645.15,800.0,8394.666666666670,667,early 20s,Male,Single,Graduate School,Use of Revolving Credit
78781.6,1107.0,14328.0,667,early 20s,Female,Single,University,Use of Revolving Credit
151758.73,2492.833333333330,64581.5,684,late 20s,Female,Married,University,Use of Revolving Credit
121367.26,2332.833333333330,57413.5,665,40,Female,Married,High School,Use of Revolving Credit
55435.633,1130.1666666666700,13620.5,664,early 20s,Female,Single,University,Use of Revolving Credit
196683.61,3806.1666666666700,4388.666666666670,685,early 30s,Female,Married,High School,Paid In Full
96958.04,5693.5,46864.0,661,early 30s,Male,Single,University,Late Payment
91095.2,1316.3333333333300,33075.833333333300,662,40,Female,Married,High School,Use of Revolving Credit
158330.05,1784.3333333333300,59323.16666666670,670,40,Male,Married,University,Use of Revolving Credit
95297.945,1530.0,16550.833333333300,675,early 20s,Female,Single,Graduate School,Use of Revolving Credit
111664.06,2201.0,66638.66666666670,672,early 20s,Female,Single,University,Use of Revolving Credit
89799.94,1366.6666666666700,28012.666666666700,669,late 20s,Male,Single,University,Late Payment
133261.08,433.3333333333330,1048.6666666666700,662,40,Male,Married,High School,Paid In Full
116480.93,3366.6666666666700,32232.33333333330,672,early 30s,Male,Married,University,Use of Revolving Credit
272199.72,25164.0,133597.16666666700,646,late 30s,Female,Divorced,University,Use of Revolving Credit
102464.78,1041.6666666666700,19834.666666666700,665,late 20s,Male,Single,University,Use of Revolving Credit
186338.25,4268.166666666670,110816.0,684,late 30s,Female,Married,University,Use of Revolving Credit
91511.82,950.0,14117.0,674,early 20s,Female,Single,Graduate School,Use of Revolving Credit
142062.53,7100.5,38571.16666666670,676,late 30s,Male,Married,High School,Use of Revolving Credit
250276.45,6950.0,156782.16666666700,700,late 20s,Female,Married,Graduate School,Use of Revolving Credit
254479.28,6633.0,170236.66666666700,692,late 20s,Female,Single,Graduate School,Use of Revolving Credit
79127.13,2129.833333333330,12066.5,663,early 20s,Female,Single,University,Use of Revolving Credit
144749.95,4933.333333333330,132502.66666666700,679,late 20s,Female,Married,High School,Late Payment
146120.5,3097.0,83375.5,680,early 20s,Female,Single,Graduate School,Use of Revolving Credit
139938.2,1916.6666666666700,30827.0,682,early 30s,Female,Single,Graduate School,Use of Revolving Credit
133614.22,883.3333333333330,11734.166666666700,680,early 30s,Female,Single,Graduate School,Use of Revolving Credit
207901.0,4395.166666666670,6241.166666666670,682,40,Female,Married,Graduate School,Paid In Full
119588.914,10916.0,45754.66666666670,673,early 20s,Male,Single,University,Use of Revolving Credit
204220.66,3098.1666666666700,3541.0,677,early 30s,Male,Single,High School,No Consumption
173281.62,2991.6666666666700,69324.5,684,late 20s,Female,Single,Graduate School,Use of Revolving Credit
164294.86,2333.333333333330,50203.0,690,late 30s,Female,Married,Graduate School,Use of Revolving Credit
160827.45,5940.333333333330,61832.5,682,early 30s,Female,Married,University,Use of Revolving Credit
201568.61,10000.0,161860.5,690,early 20s,Female,Single,University,Use of Revolving Credit
231633.06,7283.333333333330,125498.66666666700,688,early 30s,Female,Single,Graduate School,Use of Revolving Credit
218921.3,2000.0,2164.1666666666700,689,early 30s,Female,Single,Graduate School,Paid In Full
195315.25,5559.333333333330,120279.5,691,early 30s,Female,Single,High School,Use of Revolving Credit
111830.445,1020.1666666666700,19305.166666666700,680,early 30s,Female,Married,University,Late Payment
243306.8,3123.833333333330,3175.833333333330,682,40,Male,Married,Graduate School,Paid In Full
63524.65,1026.0,18110.83333333330,659,early 20s,Male,Single,University,Use of Revolving Credit
180212.0,7901.666666666670,88971.0,680,early 30s,Male,Single,University,Use of Revolving Credit
103053.94,1261.5,20168.5,665,late 20s,Male,Single,University,Use of Revolving Credit
110666.46,3522.1666666666700,48561.333333333300,665,late 20s,Male,Single,High School,Use of Revolving Credit
79563.94,1601.6666666666700,24380.5,672,early 20s,Female,Married,University,Use of Revolving Credit
114326.23,3883.3333333333300,89260.66666666670,681,late 20s,Female,Married,University,Late Payment
368025.28,11461.0,335929.6666666670,705,late 20s,Female,Married,University,Use of Revolving Credit
197147.22,3998.3333333333300,64025.5,690,late 20s,Female,Single,Graduate School,Use of Revolving Credit
99828.07,1634.8333333333300,50336.5,675,early 30s,Female,Single,University,Late Payment
72361.86,1291.6666666666700,27930.666666666700,670,early 20s,Female,Single,University,Late Payment
107617.31,1680.3333333333300,8458.833333333330,672,early 30s,Male,Married,University,Use of Revolving Credit
71033.23,1116.6666666666700,9033.166666666670,673,early 20s,Male,Single,Graduate School,Late Payment
98482.31,1365.1666666666700,28774.666666666700,664,late 20s,Male,Single,University,Use of Revolving Credit
96265.52,1036.6666666666700,28663.166666666700,666,40,Female,Single,University,Late Payment
124439.45,1575.3333333333300,31043.0,676,early 30s,Male,Single,Graduate School,Use of Revolving Credit
108604.625,1711.1666666666700,25068.83333333330,667,late 20s,Male,Single,University,Use of Revolving Credit
61727.64,1323.3333333333300,11988.333333333300,660,early 20s,Male,Single,University,Use of Revolving Credit
73888.86,1542.0,28261.5,666,early 30s,Male,Single,High School,Late Payment
82182.305,3100.0,80706.66666666670,678,late 30s,Male,Married,High School,Late Payment
252864.3,8181.666666666670,213414.3333333330,686,early 30s,Female,Single,High School,Use of Revolving Credit
114222.67,1836.3333333333300,16942.166666666700,671,early 30s,Female,Single,University,Use of Revolving Credit
184026.48,5368.666666666670,167546.0,675,late 30s,Male,Single,University,Late Payment
62746.68,769.8333333333330,3608.8333333333300,669,early 20s,Female,Married,University,Use of Revolving Credit
150632.19,1612.1666666666700,37647.66666666670,684,late 30s,Male,Married,Graduate School,Use of Revolving Credit
116486.14,1059.3333333333300,25970.166666666700,667,40,Female,Married,University,Use of Revolving Credit
353141.0,11565.833333333300,275537.1666666670,721,late 30s,Female,Single,University,Use of Revolving Credit
206914.64,5209.166666666670,143288.5,682,late 20s,Female,Single,University,Use of Revolving Credit
75190.01,1416.6666666666700,27230.0,665,early 20s,Female,Single,University,Use of Revolving Credit
167365.97,4666.666666666670,84927.83333333330,685,late 20s,Female,Married,University,Use of Revolving Credit
175902.23,1998.1666666666700,1779.6666666666700,688,early 30s,Female,Married,University,Late Payment
173180.36,5220.666666666670,94136.33333333330,678,late 30s,Male,Married,University,Use of Revolving Credit
130349.21,5861.333333333330,20315.5,678,late 30s,Female,Married,University,Use of Revolving Credit
220935.58,4000.5,4318.0,673,40,Female,Single,University,No Consumption
51535.18,1193.5,15377.5,659,early 20s,Male,Single,University,Use of Revolving Credit
42416.03,1656.1666666666700,16570.0,663,early 20s,Male,Single,University,Late Payment
249653.19,10936.666666666700,151484.33333333300,704,late 30s,Female,Single,University,Use of Revolving Credit
208864.81,9719.166666666670,6638.5,672,40,Female,Single,University,Paid In Full
139988.47,3557.6666666666700,22743.166666666700,670,40,Female,Married,University,Use of Revolving Credit
136715.42,9422.0,42867.333333333300,666,late 20s,Male,Married,University,Late Payment
132768.58,958.5,27757.166666666700,684,late 20s,Female,Single,Graduate School,Use of Revolving Credit
119129.195,2883.333333333330,55906.16666666670,677,early 30s,Female,Single,University,Late Payment
148494.39,1733.6666666666700,41767.66666666670,688,late 30s,Male,Married,Graduate School,Late Payment
278105.34,8539.833333333330,225966.5,691,late 20s,Female,Single,University,Use of Revolving Credit
275621.56,10480.333333333300,242422.0,689,early 20s,Male,Single,Graduate School,Use of Revolving Credit
255319.86,26379.5,288868.0,636,early 20s,Female,Single,University,Late Payment
134815.3,3334.5,43022.66666666670,679,late 30s,Male,Married,University,Use of Revolving Credit
82114.68,1433.3333333333300,12814.166666666700,663,40,Male,Others,High School,Use of Revolving Credit
188221.14,4300.0,132985.5,674,40,Female,Single,High School,Use of Revolving Credit
153155.06,1607.3333333333300,1808.5,675,early 20s,Male,Single,Graduate School,Paid In Full
73446.81,1033.3333333333300,22934.0,672,early 20s,Male,Single,Graduate School,Late Payment
40512.586,835.3333333333330,11150.666666666700,657,early 20s,Male,Single,High School,Use of Revolving Credit
164971.94,3547.1666666666700,84492.0,684,late 20s,Female,Married,University,Use of Revolving Credit
125838.36,2333.333333333330,45614.66666666670,669,late 20s,Male,Single,University,Use of Revolving Credit
266701.44,11866.666666666700,210605.66666666700,687,late 30s,Female,Married,University,Use of Revolving Credit
150398.14,6336.333333333330,39607.66666666670,688,early 30s,Female,Married,University,Use of Revolving Credit
107727.84,3095.833333333330,22074.166666666700,678,early 20s,Female,Single,Graduate School,Use of Revolving Credit
143151.62,2121.6666666666700,56979.16666666670,681,early 30s,Female,Single,University,Late Payment
184698.67,4457.0,115494.66666666700,672,early 30s,Male,Single,University,Use of Revolving Credit
92506.195,1543.8333333333300,47441.333333333300,669,early 20s,Male,Married,University,Use of Revolving Credit
77465.75,1333.3333333333300,18697.5,683,late 20s,Female,Single,Graduate School,Late Payment
194989.5,5666.666666666670,162929.0,685,early 20s,Female,Single,University,Use of Revolving Credit
122183.47,1963.1666666666700,33040.0,640,40,Female,Divorced,University,Use of Revolving Credit
266116.97,38417.333333333300,37736.5,720,late 30s,Female,Married,High School,Use of Revolving Credit
130518.72,2519.5,73317.5,680,early 20s,Female,Single,Graduate School,Use of Revolving Credit
179328.94,4143.5,112570.0,689,early 20s,Female,Single,Graduate School,Use of Revolving Credit
213382.97,3950.3333333333300,2821.333333333330,689,early 30s,Female,Married,University,Paid In Full
99333.32,1580.0,49241.16666666670,677,early 30s,Female,Married,High School,Late Payment
288362.47,5985.166666666670,161522.16666666700,707,40,Male,Married,Graduate School,Use of Revolving Credit
190608.84,5216.666666666670,119622.5,686,late 30s,Male,Single,Graduate School,Late Payment
68172.016,2156.333333333330,40621.66666666670,669,early 20s,Female,Married,University,Use of Revolving Credit
96630.27,1516.6666666666700,50009.16666666670,680,early 30s,Female,Married,University,Late Payment
188261.86,9694.833333333330,58281.833333333300,690,late 20s,Female,Single,Graduate School,Use of Revolving Credit
87902.336,1545.1666666666700,16283.833333333300,665,late 30s,Male,Single,High School,Use of Revolving Credit
125808.055,3318.1666666666700,90030.83333333330,669,early 20s,Male,Single,University,Use of Revolving Credit
126788.67,5558.0,25771.166666666700,649,early 30s,Female,Married,Others,Late Payment
93640.914,713.1666666666670,17173.666666666700,674,early 20s,Female,Single,Graduate School,Use of Revolving Credit
147282.25,5470.0,75535.33333333330,674,early 30s,Female,Single,High School,Use of Revolving Credit
273384.0,3960.8333333333300,4133.833333333330,698,late 20s,Female,Single,Graduate School,No Consumption
121218.4,8437.5,16741.166666666700,672,early 20s,Female,Single,Graduate School,Use of Revolving Credit
229445.23,4639.0,135247.66666666700,682,40,Male,Married,Graduate School,Use of Revolving Credit
78292.2,1685.1666666666700,28347.0,679,early 30s,Female,Married,University,Late Payment
243640.33,2040.8333333333300,2550.5,697,early 30s,Female,Married,Graduate School,No Consumption
142018.23,2474.1666666666700,27678.666666666700,683,early 30s,Female,Married,University,Use of Revolving Credit
295916.78,22876.5,157254.33333333300,703,late 20s,Female,Single,Graduate School,Use of Revolving Credit
180107.3,5150.0,124535.83333333300,682,early 20s,Female,Single,Graduate School,Use of Revolving Credit
90312.62,559.6666666666670,3113.5,668,early 20s,Male,Single,Graduate School,Use of Revolving Credit
216802.73,11216.666666666700,141632.33333333300,677,late 30s,Male,Single,Graduate School,Late Payment
53531.516,779.0,10466.833333333300,662,early 20s,Female,Single,University,Use of Revolving Credit
250032.8,4061.8333333333300,3185.6666666666700,703,late 30s,Female,Married,Graduate School,No Consumption
149685.06,2045.8333333333300,82981.16666666670,676,early 30s,Male,Single,High School,Use of Revolving Credit
163426.62,3283.333333333330,78745.83333333330,681,early 30s,Female,Married,University,Use of Revolving Credit
94899.625,940.8333333333330,8031.5,677,late 30s,Female,Married,University,Use of Revolving Credit
89559.36,1116.6666666666700,16887.333333333300,679,early 30s,Female,Married,University,Late Payment
93940.67,2107.333333333330,24358.83333333330,642,early 20s,Male,Single,Others,Use of Revolving Credit
182018.56,3716.5,65862.83333333330,686,early 30s,Female,Single,Graduate School,Use of Revolving Credit
192267.56,10717.833333333300,12648.166666666700,684,late 20s,Male,Single,University,Paid In Full
196517.75,6065.166666666670,4538.833333333330,678,40,Female,Married,University,Paid In Full
93513.37,544.0,19260.666666666700,665,40,Female,Married,High School,Use of Revolving Credit
112485.8,1057.1666666666700,16052.5,678,late 30s,Female,Married,University,Use of Revolving Credit
81065.88,1916.6666666666700,34847.333333333300,664,early 20s,Male,Single,University,Use of Revolving Credit
245373.84,5812.0,161647.16666666700,689,late 20s,Male,Single,Graduate School,Use of Revolving Credit
77520.16,1166.6666666666700,10658.5,675,late 20s,Female,Single,University,Late Payment
174859.39,5833.333333333330,97334.16666666670,669,40,Male,Married,University,Use of Revolving Credit
107542.48,1675.0,35185.5,676,late 30s,Female,Married,High School,Use of Revolving Credit
127602.414,1177.5,38455.16666666670,674,early 30s,Male,Married,University,Use of Revolving Credit
167765.81,4192.666666666670,106700.33333333300,681,early 20s,Male,Single,Graduate School,Use of Revolving Credit
112880.516,1601.0,44197.5,650,late 30s,Female,Divorced,High School,Use of Revolving Credit
109647.76,1553.5,41925.5,672,early 20s,Male,Single,Graduate School,Use of Revolving Credit
105342.9,1337.8333333333300,31230.83333333330,676,early 20s,Female,Single,Graduate School,Use of Revolving Credit
85049.75,753.0,11919.5,659,40,Female,Single,High School,Use of Revolving Credit
156065.4,2442.833333333330,73450.16666666670,678,late 30s,Female,Single,University,Use of Revolving Credit
174993.78,1246.5,1518.8333333333300,674,late 20s,Male,Single,High School,Paid In Full
98833.164,1133.3333333333300,10567.666666666700,681,late 30s,Male,Married,Graduate School,Use of Revolving Credit
242850.7,5900.666666666670,150989.66666666700,693,late 30s,Female,Single,Graduate School,Use of Revolving Credit
78488.78,2182.333333333330,32534.166666666700,660,early 20s,Male,Single,University,Use of Revolving Credit
166552.38,3798.0,100345.16666666700,683,early 30s,Female,Married,High School,Use of Revolving Credit
117020.734,892.1666666666670,21198.5,653,late 20s,Male,Married,Others,Use of Revolving Credit
85410.18,1489.6666666666700,6129.333333333330,669,early 20s,Male,Single,Graduate School,Use of Revolving Credit
155605.83,4123.0,75679.83333333330,692,early 30s,Female,Married,Graduate School,Late Payment
142728.72,5968.333333333330,41371.66666666670,664,40,Male,Married,University,Use of Revolving Credit
106583.91,1834.1666666666700,17572.166666666700,666,late 30s,Male,Single,University,Use of Revolving Credit
106345.74,1101.3333333333300,18011.166666666700,659,40,Female,Single,University,Use of Revolving Credit
202538.61,6942.833333333330,90994.33333333330,689,late 20s,Female,Single,Graduate School,Use of Revolving Credit
105505.13,625.6666666666670,5323.833333333330,675,early 30s,Female,Married,University,Use of Revolving Credit
108606.77,1833.3333333333300,16010.333333333300,660,40,Female,Single,University,Use of Revolving Credit
214127.48,12369.666666666700,15185.333333333300,698,early 30s,Male,Married,University,Paid In Full
221248.25,11586.0,12346.833333333300,689,early 30s,Female,Married,University,Paid In Full
228923.97,1637.3333333333300,1835.6666666666700,683,40,Female,Married,Graduate School,Paid In Full
212288.11,3248.833333333330,2818.0,685,early 30s,Male,Single,Graduate School,Paid In Full
312608.56,10868.833333333300,220277.5,698,40,Female,Married,Graduate School,Use of Revolving Credit
155274.98,11551.166666666700,34584.5,661,early 30s,Male,Single,University,Use of Revolving Credit
171629.42,3083.333333333330,81324.83333333330,683,late 20s,Female,Single,Graduate School,Use of Revolving Credit
99967.6,2233.333333333330,51476.16666666670,679,late 30s,Male,Single,Graduate School,Late Payment
56452.562,465.0,470.0,672,early 20s,Female,Married,High School,Late Payment
236230.02,7833.333333333330,175602.33333333300,686,late 20s,Female,Single,University,Use of Revolving Credit
168810.72,1563.5,1567.3333333333300,683,early 20s,Female,Single,Graduate School,Paid In Full
200090.78,5893.166666666670,10059.166666666700,684,early 30s,Female,Married,University,Paid In Full
235419.89,2858.833333333330,2858.833333333330,691,late 20s,Male,Single,Graduate School,No Consumption
166860.9,8466.666666666670,67764.66666666670,678,late 20s,Female,Single,University,Use of Revolving Credit
